fips,case,death
48065.0,2020-04-18,
48067.0,2020-03-20,2020-04-06
48069.0,2020-03-21,2020-04-04
48071.0,2020-03-24,2020-06-06
48073.0,2020-03-27,2020-04-14
48075.0,2020-04-19,
48077.0,2020-04-01,
48079.0,2020-04-23,
48081.0,2020-05-05,2020-06-23
48083.0,2020-05-02,
48085.0,2020-03-09,2020-03-18
48087.0,2020-05-05,
48089.0,2020-04-01,
48091.0,2020-03-24,2020-03-26
48093.0,2020-04-01,2020-04-30
48095.0,2020-04-10,
48097.0,2020-04-10,
48099.0,2020-03-25,2020-04-16
48101.0,2020-04-27,2020-05-09
48103.0,2020-03-19,2020-05-27
48105.0,2020-06-05,
48107.0,2020-04-07,2020-04-15
48109.0,2020-06-20,
48111.0,2020-04-07,2020-04-23
48113.0,2020-03-10,2020-03-19
48115.0,2020-03-29,2020-04-09
48117.0,2020-03-21,2020-05-12
48119.0,2020-04-08,
48121.0,2020-03-15,2020-03-26
48123.0,2020-03-19,2020-04-21
48125.0,2020-04-08,
48127.0,2020-04-11,
48129.0,2020-04-02,
48131.0,2020-04-14,
48133.0,2020-03-25,
48135.0,2020-03-29,2020-04-09
48137.0,2020-06-25,
48139.0,2020-03-17,2020-03-30
48141.0,2020-03-13,2020-04-09
48143.0,2020-03-25,2020-04-03
48145.0,2020-03-24,
48147.0,2020-03-20,2020-05-06
48149.0,2020-03-25,2020-04-24
48151.0,2020-05-15,2020-05-23
48153.0,2020-04-08,2020-06-12
48157.0,2020-03-04,2020-03-27
48159.0,2020-03-29,
48161.0,2020-04-15,
48163.0,2020-04-08,
48165.0,2020-03-25,
48167.0,2020-03-13,2020-04-04
48169.0,2020-04-30,
48171.0,2020-04-02,
48173.0,2020-04-30,
48175.0,2020-04-02,
48177.0,2020-04-01,2020-04-25
48179.0,2020-04-01,2020-05-19
48181.0,2020-03-24,2020-05-20
48183.0,2020-03-11,2020-05-20
48185.0,2020-03-25,2020-04-16
48187.0,2020-03-25,2020-06-19
48189.0,2020-03-25,2020-04-09
48191.0,2020-05-20,2020-06-11
48193.0,2020-04-07,2020-05-23
48195.0,2020-04-07,2020-05-04
48197.0,2020-05-23,
48199.0,2020-03-25,2020-03-28
48201.0,2020-03-05,2020-03-19
48203.0,2020-03-27,2020-04-03
48205.0,2020-04-20,2020-05-05
48207.0,2020-05-15,
48209.0,2020-03-14,2020-04-13
48211.0,2020-04-04,
48213.0,2020-03-29,2020-05-29
48215.0,2020-03-24,2020-04-07
48217.0,2020-03-30,2020-04-16
48219.0,2020-03-20,2020-04-03
48221.0,2020-03-27,2020-04-03
48223.0,2020-03-25,2020-06-19
48225.0,2020-04-19,
48227.0,2020-04-10,2020-04-11
48229.0,2020-05-26,
48231.0,2020-03-25,2020-04-13
48233.0,2020-04-04,
48235.0,2020-06-02,
48237.0,2020-04-09,
48239.0,2020-03-26,2020-05-14
48241.0,2020-04-02,2020-04-09
48243.0,2020-06-26,
48245.0,2020-03-24,2020-04-03
48247.0,2020-04-23,
48249.0,2020-04-02,
48251.0,2020-03-19,2020-04-13
48253.0,2020-04-08,
48255.0,2020-03-26,
48257.0,2020-03-25,2020-04-30
48259.0,2020-03-25,
48265.0,2020-04-01,2020-06-05
48267.0,2020-05-08,
48271.0,2020-05-30,
48273.0,2020-03-29,2020-04-13
48275.0,2020-04-07,
48277.0,2020-03-25,2020-05-10
48279.0,2020-03-28,
48281.0,2020-04-03,
48283.0,2020-04-16,
48285.0,2020-03-18,2020-04-25
48287.0,2020-04-02,2020-05-31
48289.0,2020-03-30,
48291.0,2020-03-25,2020-05-04
48293.0,2020-03-25,2020-04-04
48295.0,2020-04-28,
48297.0,2020-04-01,
48299.0,2020-03-25,
48303.0,2020-03-17,2020-03-30
48305.0,2020-03-28,2020-04-21
48307.0,2020-04-09,
48309.0,2020-03-18,2020-03-31
48313.0,2020-04-09,
48315.0,2020-04-16,2020-05-27
48317.0,2020-03-26,2020-05-05
48319.0,2020-04-04,
48321.0,2020-03-16,2020-03-16
48323.0,2020-03-25,2020-05-20
48325.0,2020-03-18,2020-04-09
48327.0,2020-06-22,
48329.0,2020-03-21,2020-03-25
48331.0,2020-03-25,2020-04-24
48333.0,2020-05-19,
48335.0,2020-04-07,
48337.0,2020-03-27,2020-04-21
48339.0,2020-03-10,2020-04-01
48341.0,2020-03-30,2020-04-20
48343.0,2020-03-23,
48345.0,2020-04-13,
48347.0,2020-03-26,2020-04-03
48349.0,2020-03-27,2020-04-02
48351.0,2020-04-01,
48353.0,2020-04-24,
48355.0,2020-03-24,2020-04-20
48357.0,2020-04-24,2020-04-25
48359.0,2020-03-21,2020-03-25
48361.0,2020-03-25,2020-04-29
48363.0,2020-04-02,2020-04-11
48365.0,2020-04-02,2020-04-03
48367.0,2020-03-24,2020-05-21
48369.0,2020-04-19,2020-06-22
48371.0,2020-04-06,
48373.0,2020-03-29,
48375.0,2020-03-21,2020-04-05
48377.0,2020-05-25,
48379.0,2020-04-10,
48381.0,2020-03-27,2020-04-06
48383.0,2020-05-27,
48385.0,2020-06-05,
48387.0,2020-04-16,2020-05-20
48389.0,2020-05-08,
48391.0,2020-05-04,
48393.0,2020-04-16,
48395.0,2020-03-25,
48397.0,2020-03-26,2020-04-27
48399.0,2020-04-28,
48401.0,2020-03-18,2020-04-17
48403.0,2020-04-09,2020-06-03
48405.0,2020-04-01,2020-04-03
48407.0,2020-03-29,
48409.0,2020-03-25,
48411.0,2020-05-19,
48413.0,2020-06-13,
48415.0,2020-04-09,
48417.0,2020-05-07,
48419.0,2020-03-27,2020-04-30
48421.0,2020-04-16,
48423.0,2020-03-13,2020-03-26
48425.0,2020-06-09,
48427.0,2020-03-27,2020-06-23
48429.0,2020-04-10,
48435.0,2020-06-19,
48437.0,2020-03-29,2020-06-06
48439.0,2020-03-10,2020-03-20
48441.0,2020-03-27,2020-04-04
48443.0,2020-06-23,
48445.0,2020-03-25,
48447.0,2020-06-05,
48449.0,2020-04-03,2020-05-15
48451.0,2020-03-25,2020-04-10
48453.0,2020-03-13,2020-03-27
48455.0,2020-04-04,
48457.0,2020-04-04,
48459.0,2020-03-20,
48461.0,2020-06-15,
48463.0,2020-03-27,2020-06-25
48465.0,2020-03-26,
48467.0,2020-03-19,2020-03-29
48469.0,2020-03-24,2020-04-15
48471.0,2020-03-25,2020-04-22
48473.0,2020-03-29,
48475.0,2020-05-23,
48477.0,2020-03-28,2020-04-05
48479.0,2020-03-18,2020-03-30
48481.0,2020-03-25,2020-06-04
48483.0,2020-04-22,
48485.0,2020-03-18,2020-04-15
48487.0,2020-04-14,
48489.0,2020-03-27,2020-04-04
48491.0,2020-03-18,2020-03-29
48493.0,2020-03-25,2020-04-14
48495.0,2020-04-10,
48497.0,2020-03-30,2020-04-16
48499.0,2020-04-01,2020-05-20
48501.0,2020-04-18,
48503.0,2020-03-27,2020-04-15
48505.0,2020-04-06,
48507.0,2020-04-17,
49001.0,2020-06-15,
49003.0,2020-03-18,2020-04-20
49005.0,2020-03-18,2020-05-25
49007.0,2020-04-03,
49011.0,2020-03-06,2020-03-22
49013.0,2020-04-03,
49015.0,2020-04-03,
49017.0,2020-03-28,
49019.0,2020-04-03,
49021.0,2020-03-23,
49023.0,2020-04-03,
49025.0,2020-04-02,
49027.0,2020-04-03,
49029.0,2020-03-26,
49031.0,2020-05-07,
49033.0,2020-06-12,
49035.0,2020-02-25,2020-04-01
49037.0,2020-03-28,2020-04-17
49039.0,2020-04-18,
49041.0,2020-04-15,
49043.0,2020-03-14,
49045.0,2020-03-16,
49047.0,2020-03-27,
49049.0,2020-03-15,2020-04-16
49051.0,2020-03-16,2020-04-11
49053.0,2020-03-06,
49057.0,2020-03-10,2020-03-31
50001.0,2020-03-20,2020-04-12
50003.0,2020-03-07,2020-04-08
50005.0,2020-03-24,
50007.0,2020-03-11,2020-03-19
50009.0,2020-04-08,
50011.0,2020-03-21,2020-04-08
50013.0,2020-04-07,
50015.0,2020-03-25,2020-04-08
50017.0,2020-03-16,
50019.0,2020-03-24,
50021.0,2020-03-20,2020-04-16
50023.0,2020-03-14,2020-04-16
50025.0,2020-03-21,2020-04-08
50027.0,2020-03-14,2020-03-19
51001.0,2020-03-20,2020-04-21
51003.0,2020-03-21,2020-04-21
51005.0,2020-03-29,2020-05-22
51007.0,2020-03-26,2020-04-21
51009.0,2020-03-22,2020-04-21
51011.0,2020-04-06,
51013.0,2020-03-11,2020-03-29
51015.0,2020-04-01,2020-04-23
51019.0,2020-03-22,2020-05-07
51021.0,2020-06-19,
51023.0,2020-03-21,2020-04-21
51025.0,2020-03-31,2020-05-15
51027.0,2020-04-07,
51029.0,2020-03-31,2020-05-08
51031.0,2020-03-31,2020-05-14
51033.0,2020-04-03,2020-04-30
51035.0,2020-03-31,2020-05-20
51036.0,2020-03-18,2020-04-21
51037.0,2020-04-04,
51041.0,2020-03-14,2020-04-13
51043.0,2020-03-31,
51045.0,2020-04-07,
51047.0,2020-03-22,2020-04-21
51049.0,2020-04-02,
51051.0,2020-06-16,
51053.0,2020-04-07,
51057.0,2020-04-16,
51059.0,2020-03-07,2020-03-21
51061.0,2020-03-26,2020-04-21
51063.0,2020-04-09,2020-06-04
51065.0,2020-03-22,2020-04-21
51067.0,2020-03-21,2020-05-14
51069.0,2020-03-25,2020-04-28
51071.0,2020-04-06,
51073.0,2020-03-20,2020-04-21
51075.0,2020-03-17,2020-04-14
51077.0,2020-04-28,2020-06-09
51079.0,2020-03-26,2020-04-21
51081.0,2020-03-29,2020-04-21
51083.0,2020-03-24,2020-06-03
51085.0,2020-03-12,2020-04-21
51087.0,2020-03-17,2020-03-25
51089.0,2020-03-30,2020-04-21
51091.0,2020-04-22,
51093.0,2020-03-21,2020-04-21
51095.0,2020-03-12,2020-03-14
51097.0,2020-03-31,2020-05-28
51099.0,2020-03-26,2020-04-21
51101.0,2020-03-30,2020-04-29
51103.0,2020-03-28,
51105.0,2020-03-22,
51107.0,2020-03-10,2020-04-13
51109.0,2020-03-22,2020-05-22
51111.0,2020-04-07,
51113.0,2020-03-25,2020-05-04
51115.0,2020-03-25,
51117.0,2020-03-21,2020-04-21
51119.0,2020-04-09,
51121.0,2020-03-28,2020-04-25
51125.0,2020-03-25,
51127.0,2020-03-28,2020-04-21
51131.0,2020-03-26,2020-05-03
51133.0,2020-03-28,2020-05-07
51135.0,2020-03-25,2020-06-23
51137.0,2020-03-25,2020-05-29
51139.0,2020-03-31,2020-04-29
51141.0,2020-04-21,2020-06-24
51143.0,2020-03-26,2020-04-21
51145.0,2020-03-28,2020-06-19
51147.0,2020-03-12,2020-04-11
51149.0,2020-03-26,2020-06-27
51153.0,2020-03-12,2020-04-01
51155.0,2020-04-03,2020-06-06
51157.0,2020-04-07,
51159.0,2020-04-03,2020-05-05
51161.0,2020-03-25,2020-05-14
51163.0,2020-03-23,
51165.0,2020-03-22,2020-04-21
51167.0,2020-04-06,
51169.0,2020-04-10,2020-04-21
51171.0,2020-03-25,2020-04-11
51173.0,2020-03-30,2020-06-24
51175.0,2020-03-26,2020-04-21
51177.0,2020-03-14,2020-04-21
51179.0,2020-03-16,2020-04-12
51181.0,2020-03-31,2020-04-21
51183.0,2020-04-01,2020-04-21
51185.0,2020-03-29,
51187.0,2020-03-26,2020-05-09
51191.0,2020-03-26,2020-04-21
51193.0,2020-04-03,2020-05-28
51195.0,2020-04-03,2020-04-11
51197.0,2020-03-29,2020-04-21
51199.0,2020-03-16,2020-04-07
51510.0,2020-03-12,2020-04-07
51520.0,2020-03-27,
51530.0,2020-04-03,
51540.0,2020-03-17,2020-04-07
51550.0,2020-03-24,2020-04-03
51570.0,2020-04-10,2020-04-21
51580.0,2020-05-09,
51590.0,2020-03-23,2020-04-21
51595.0,2020-04-03,2020-04-21
51600.0,2020-04-10,2020-04-21
51610.0,2020-04-13,2020-04-21
51620.0,2020-03-31,2020-05-01
51630.0,2020-03-25,2020-06-04
51640.0,2020-03-27,2020-06-03
51650.0,2020-03-26,2020-04-07
51660.0,2020-03-13,2020-04-22
51670.0,2020-03-28,2020-06-01
51678.0,2020-04-03,
51680.0,2020-03-26,2020-04-21
51683.0,2020-03-25,2020-04-23
51685.0,2020-03-29,2020-04-21
51700.0,2020-03-20,2020-03-22
51710.0,2020-03-20,2020-04-03
51720.0,2020-04-21,
51730.0,2020-03-30,2020-04-21
51735.0,2020-03-26,
51740.0,2020-03-20,2020-04-03
51750.0,2020-03-26,
51760.0,2020-03-18,2020-04-01
51770.0,2020-03-27,2020-05-07
51775.0,2020-04-02,2020-05-22
51790.0,2020-04-04,
51800.0,2020-03-21,2020-04-21
51810.0,2020-03-09,2020-04-03
51820.0,2020-03-31,
51830.0,2020-03-17,2020-03-22
51840.0,2020-03-29,2020-05-12
53001.0,2020-03-23,
53003.0,2020-04-03,2020-04-20
53005.0,2020-03-18,2020-03-18
53007.0,2020-03-04,2020-03-08
53009.0,2020-03-19,
53011.0,2020-03-06,2020-03-17
53013.0,2020-03-12,
53015.0,2020-03-20,
53017.0,2020-03-23,2020-04-14
53019.0,2020-03-25,
53021.0,2020-03-17,2020-04-03
53025.0,2020-03-13,2020-03-26
53027.0,2020-03-12,
53029.0,2020-03-11,2020-03-19
53031.0,2020-03-06,
53033.0,2020-02-28,2020-02-29
53035.0,2020-03-08,2020-03-27
53037.0,2020-03-07,
53039.0,2020-03-14,2020-03-29
53041.0,2020-03-15,2020-04-06
53043.0,2020-03-15,
53045.0,2020-03-17,2020-04-26
53047.0,2020-03-25,2020-04-22
53049.0,2020-04-10,2020-05-12
53051.0,2020-04-02,
53053.0,2020-03-06,2020-03-18
53055.0,2020-03-20,
53057.0,2020-03-10,2020-03-23
53059.0,2020-03-27,
53061.0,2020-01-21,2020-03-11
53063.0,2020-02-24,2020-03-27
53065.0,2020-03-20,2020-04-13
53067.0,2020-03-11,2020-04-04
53069.0,2020-04-04,
53071.0,2020-03-02,2020-05-09
53073.0,2020-03-10,2020-03-19
53075.0,2020-03-22,
53077.0,2020-03-12,2020-03-24
54001.0,2020-04-01,2020-04-23
54003.0,2020-03-24,2020-04-16
54005.0,2020-04-08,
54007.0,2020-04-08,
54009.0,2020-04-07,
54011.0,2020-03-29,
54013.0,2020-04-26,
54015.0,2020-05-06,2020-06-23
54019.0,2020-04-07,2020-05-16
54021.0,2020-04-25,
54023.0,2020-04-12,
54025.0,2020-03-27,2020-06-27
54027.0,2020-04-08,2020-04-19
54029.0,2020-03-27,
54031.0,2020-03-31,
54033.0,2020-03-24,2020-04-06
54035.0,2020-03-20,2020-04-02
54037.0,2020-03-17,2020-04-28
54039.0,2020-03-20,2020-04-19
54041.0,2020-04-06,2020-05-22
54043.0,2020-04-14,
54045.0,2020-03-25,2020-04-12
54047.0,2020-04-07,
54049.0,2020-03-25,2020-03-29
54051.0,2020-03-21,
54053.0,2020-03-26,
54055.0,2020-03-18,
54057.0,2020-04-03,2020-05-25
54059.0,2020-04-12,2020-04-15
54061.0,2020-03-19,2020-04-05
54063.0,2020-04-11,
54065.0,2020-03-29,
54067.0,2020-04-07,2020-05-11
54069.0,2020-03-25,2020-04-13
54071.0,2020-04-02,2020-06-05
54073.0,2020-03-27,
54075.0,2020-04-27,
54077.0,2020-03-24,2020-05-26
54079.0,2020-03-21,2020-05-01
54081.0,2020-03-25,
54083.0,2020-03-30,
54085.0,2020-05-03,
54087.0,2020-03-30,2020-06-04
54089.0,2020-04-11,
54091.0,2020-04-06,
54093.0,2020-03-19,
54095.0,2020-04-07,
54097.0,2020-03-26,
54099.0,2020-04-09,2020-04-15
54101.0,2020-06-25,
54103.0,2020-03-29,
54105.0,2020-03-29,
54107.0,2020-03-24,2020-04-17
54109.0,2020-04-07,
55001.0,2020-04-02,2020-04-14
55003.0,2020-03-31,
55005.0,2020-04-03,
55007.0,2020-03-19,2020-04-18
55009.0,2020-03-18,2020-04-09
55011.0,2020-03-31,2020-04-05
55013.0,2020-05-14,2020-05-14
55015.0,2020-03-19,2020-05-10
55017.0,2020-03-20,
55019.0,2020-03-26,2020-04-19
55021.0,2020-03-19,2020-04-06
55023.0,2020-04-01,
55025.0,2020-02-05,2020-03-25
55027.0,2020-03-23,2020-04-14
55029.0,2020-03-30,2020-04-14
55031.0,2020-03-20,
55033.0,2020-03-20,
55035.0,2020-03-19,2020-06-22
55037.0,2020-04-05,
55039.0,2020-03-11,2020-03-19
55041.0,2020-05-06,2020-05-27
55043.0,2020-03-25,2020-04-09
55045.0,2020-03-20,2020-06-14
55047.0,2020-04-13,
55049.0,2020-03-25,
55051.0,2020-03-27,2020-03-27
55053.0,2020-03-30,2020-04-13
55055.0,2020-03-20,2020-05-09
55057.0,2020-03-25,2020-04-12
55059.0,2020-03-17,2020-04-04
55061.0,2020-04-06,2020-04-14
55063.0,2020-03-18,
55065.0,2020-04-07,
55067.0,2020-05-21,
55069.0,2020-05-01,
55071.0,2020-04-04,2020-04-26
55073.0,2020-03-20,2020-04-11
55075.0,2020-03-27,2020-04-15
55077.0,2020-03-30,2020-04-18
55078.0,2020-04-01,
55079.0,2020-03-13,2020-03-20
55081.0,2020-03-25,2020-04-28
55083.0,2020-03-31,
55085.0,2020-03-28,
55087.0,2020-03-16,2020-04-03
55089.0,2020-03-19,2020-03-19
55091.0,2020-05-14,
55093.0,2020-03-09,
55095.0,2020-04-10,2020-05-20
55097.0,2020-03-26,
55099.0,2020-04-11,
55101.0,2020-03-13,2020-04-03
55103.0,2020-03-27,2020-04-16
55105.0,2020-03-20,2020-04-01
55107.0,2020-04-03,
55109.0,2020-03-20,2020-06-19
55111.0,2020-03-19,2020-03-27
55113.0,2020-04-09,
55115.0,2020-04-04,
55117.0,2020-03-13,2020-04-01
55119.0,2020-05-21,
55121.0,2020-04-02,
55123.0,2020-04-24,
55125.0,2020-03-26,
55127.0,2020-03-19,2020-04-14
55129.0,2020-04-14,
55131.0,2020-03-18,2020-03-31
55133.0,2020-03-11,2020-03-31
55135.0,2020-03-27,2020-03-28
55137.0,2020-04-06,
55139.0,2020-03-14,2020-04-06
55141.0,2020-03-16,2020-05-23
56001.0,2020-03-25,
56003.0,2020-04-12,
56005.0,2020-03-20,
56007.0,2020-03-21,2020-05-18
56009.0,2020-03-28,
56011.0,2020-04-04,
56013.0,2020-03-13,2020-04-21
56015.0,2020-03-27,
56017.0,2020-03-26,
56019.0,2020-03-26,2020-04-13
56021.0,2020-03-17,2020-04-15
56023.0,2020-04-03,
56025.0,2020-03-20,2020-05-28
56027.0,2020-04-10,
56029.0,2020-03-17,
56031.0,2020-05-21,
56033.0,2020-03-11,
56035.0,2020-03-28,
56037.0,2020-03-24,
56039.0,2020-03-18,2020-04-23
56041.0,2020-04-02,
56043.0,2020-03-27,2020-05-21
56045.0,2020-05-27,
